Customer ID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment
13938.0,35,1,71.66,4,1,1,411,Recent Customers
13939.0,23,10,1533.66,4,4,4,444,Champions
13940.0,17,4,839.14,5,3,3,533,Loyal Customers
13941.0,22,17,9826.630000000001,4,5,5,455,Champions
13942.0,535,1,320.0,1,1,2,112,Lost Customers
13943.0,578,1,246.54,1,1,1,111,Lost Customers
13944.0,653,1,200.43,1,1,1,111,Lost Customers
13945.0,395,2,854.15,2,2,3,223,Lost Customers
13946.0,79,7,1745.43,3,4,4,344,Loyal Customers
13947.0,65,1,90.6,3,1,1,311,Lost Customers
13948.0,361,5,536.86,2,3,2,232,At Risk
13949.0,3,6,2427.32,5,4,4,544,Champions
13950.0,11,5,728.56,5,3,3,533,Loyal Customers
13951.0,176,3,674.45,3,3,3,333,Loyal Customers
13952.0,211,17,12790.891,2,5,5,255,At Risk
13953.0,7,12,6640.68,5,5,5,555,Champions
13954.0,2,3,378.59,5,3,2,532,Loyal Customers
13955.0,154,3,544.0699999999999,3,3,2,332,Loyal Customers
13956.0,5,5,1019.27,5,3,3,533,Loyal Customers
13957.0,418,3,458.25,1,3,2,132,At Risk
13958.0,372,12,4504.78,2,5,5,255,At Risk
13959.0,79,6,1064.77,3,4,3,343,Loyal Customers
13960.0,21,2,230.22,4,2,1,421,Recent Customers
13961.0,385,2,498.7,2,2,2,222,Lost Customers
13962.0,22,3,362.8,4,3,2,432,Loyal Customers
13963.0,308,18,2748.32,2,5,4,254,At Risk
13964.0,387,3,421.9,2,3,2,232,At Risk
13965.0,455,5,777.6600000000001,1,3,3,133,At Risk
13966.0,435,1,384.26,1,1,2,112,Lost Customers
13967.0,146,2,166.3,3,2,1,321,Lost Customers
13968.0,423,1,123.66,1,1,1,111,Lost Customers
13969.0,7,39,12820.36,5,5,5,555,Champions
13970.0,386,2,846.55,2,2,3,223,Lost Customers
13971.0,9,18,4593.83,5,5,5,555,Champions
13972.0,71,2,190.25,3,2,1,321,Lost Customers
13973.0,287,1,264.7,2,1,2,212,Lost Customers
13974.0,49,4,663.52,4,3,3,433,Loyal Customers
13975.0,31,14,5224.85,4,5,5,455,Champions
13976.0,207,4,1192.36,2,3,4,234,At Risk
13977.0,411,1,519.8100000000001,2,1,2,212,Lost Customers
13978.0,15,2,196.79000000000002,5,2,1,521,Recent Customers
13979.0,73,11,3290.53,3,5,5,355,Loyal Customers
13980.0,60,9,722.02,3,4,3,343,Loyal Customers
13981.0,401,2,327.39,2,2,2,222,Lost Customers
13982.0,39,13,3927.49,4,5,5,455,Champions
13983.0,30,30,6638.85,4,5,5,455,Champions
13984.0,27,13,1461.32,4,5,4,454,Champions
13985.0,4,24,9982.31,5,5,5,555,Champions
13986.0,17,1,320.46,5,1,2,512,Recent Customers
13987.0,380,2,682.54,2,2,3,223,Lost Customers
13988.0,20,11,4708.64,4,5,5,455,Champions
13989.0,66,5,2026.06,3,3,4,334,Loyal Customers
13990.0,213,1,311.3,2,1,2,212,Lost Customers
13991.0,12,7,847.54,5,4,3,543,Loyal Customers
13992.0,30,3,219.5,4,3,1,431,Loyal Customers
13993.0,32,24,6690.36,4,5,5,455,Champions
13994.0,4,6,2274.14,5,4,4,544,Champions
13995.0,15,18,3836.26,5,5,5,555,Champions
13996.0,386,2,895.76,2,2,3,223,Lost Customers
13997.0,519,3,376.46,1,3,2,132,At Risk
13998.0,447,3,566.7,1,3,2,132,At Risk
13999.0,10,36,9438.01,5,5,5,555,Champions
14000.0,206,8,1877.5900000000001,2,4,4,244,At Risk
14001.0,46,10,4216.1,4,4,5,445,Champions
14002.0,134,2,529.73,3,2,2,322,Lost Customers
14003.0,733,1,209.41,1,1,1,111,Lost Customers
14004.0,43,11,6258.45,4,5,5,455,Champions
14005.0,10,5,2874.72,5,3,5,535,Loyal Customers
14006.0,116,7,2196.67,3,4,4,344,Loyal Customers
14007.0,513,1,79.48,1,1,1,111,Lost Customers
14008.0,375,2,493.74,2,2,2,222,Lost Customers
14009.0,198,4,1090.23,2,3,3,233,At Risk
14010.0,565,3,288.09999999999997,1,3,2,132,At Risk
14011.0,480,3,451.91999999999996,1,3,2,132,At Risk
14012.0,278,1,328.8,2,1,2,212,Lost Customers
14013.0,110,6,1006.22,3,4,3,343,Loyal Customers
14014.0,77,3,1948.21,3,3,4,334,Loyal Customers
14015.0,53,1,917.34,4,1,3,413,Recent Customers
14016.0,154,13,11379.71,3,5,5,355,Loyal Customers
14017.0,571,1,229.75,1,1,1,111,Lost Customers
14018.0,645,1,367.15000000000003,1,1,2,112,Lost Customers
14019.0,47,4,1398.96,4,3,4,434,Loyal Customers
14020.0,17,5,1213.26,5,3,4,534,Loyal Customers
14021.0,155,7,1716.58,3,4,4,344,Loyal Customers
14022.0,225,2,792.15,2,2,3,223,Lost Customers
14023.0,7,2,584.07,5,2,3,523,Recent Customers
14024.0,122,3,645.74,3,3,3,333,Loyal Customers
14025.0,465,10,3969.1,1,4,5,145,At Risk
14026.0,471,2,713.11,1,2,3,123,Lost Customers
14027.0,61,1,104.82,3,1,1,311,Lost Customers
14028.0,499,5,3175.5,1,3,5,135,At Risk
14029.0,63,2,467.66,3,2,2,322,Lost Customers
14030.0,18,22,7405.1,5,5,5,555,Champions
14031.0,7,55,36048.26,5,5,5,555,Champions
14032.0,2,25,4482.21,5,5,5,555,Champions
14033.0,555,1,109.44,1,1,1,111,Lost Customers
14034.0,22,4,509.09,4,3,2,432,Loyal Customers
14035.0,29,11,2790.5,4,5,5,455,Champions
14036.0,285,1,626.65,2,1,3,213,Lost Customers
14037.0,176,7,755.95,3,4,3,343,Loyal Customers
14038.0,78,8,3000.93,3,4,5,345,Loyal Customers
14039.0,33,2,267.28000000000003,4,2,2,422,Recent Customers
14040.0,41,42,12336.08,4,5,5,455,Champions
14041.0,266,1,141.41,2,1,1,211,Lost Customers
14042.0,725,1,431.98,1,1,2,112,Lost Customers
14043.0,491,3,299.65,1,3,2,132,At Risk
14044.0,27,11,3060.75,4,5,5,455,Champions
14045.0,109,19,9334.23,3,5,5,355,Loyal Customers
14046.0,284,1,154.99,2,1,1,211,Lost Customers
14047.0,9,19,3881.11,5,5,5,555,Champions
14048.0,277,4,713.89,2,3,3,233,At Risk
14049.0,17,18,12848.4,5,5,5,555,Champions
14050.0,32,2,746.36,4,2,3,423,Recent Customers
14051.0,1,42,21441.48,5,5,5,555,Champions
14052.0,20,2,466.66,4,2,2,422,Recent Customers
14053.0,124,4,572.3,3,3,2,332,Loyal Customers
14054.0,65,1,92.46,3,1,1,311,Lost Customers
14055.0,106,3,1520.96,3,3,4,334,Loyal Customers
14056.0,1,29,8062.46,5,5,5,555,Champions
14057.0,24,23,8276.1,4,5,5,455,Champions
14058.0,463,2,469.19,1,2,2,122,Lost Customers
14059.0,267,1,183.6,2,1,1,211,Lost Customers
14060.0,5,32,8882.3,5,5,5,555,Champions
14061.0,507,3,917.4300000000001,1,3,3,133,At Risk
14062.0,10,27,25416.28,5,5,5,555,Champions
14063.0,431,13,-3767.1999999999994,1,5,1,151,At Risk
14064.0,29,21,2967.57,4,5,5,455,Champions
14065.0,389,4,889.37,2,3,3,233,At Risk
14066.0,267,1,152.55,2,1,1,211,Lost Customers
14067.0,64,2,374.7,3,2,2,322,Lost Customers
14068.0,320,5,1493.32,2,3,4,234,At Risk
14069.0,515,2,225.81,1,2,1,121,Lost Customers
14070.0,685,1,321.6,1,1,2,112,Lost Customers
14071.0,4,9,1306.16,5,4,4,544,Champions
14072.0,667,1,390.85,1,1,2,112,Lost Customers
14073.0,21,2,139.54,4,2,1,421,Recent Customers
14074.0,623,1,219.39999999999998,1,1,1,111,Lost Customers
14075.0,5,6,1734.87,5,4,4,544,Champions
14076.0,129,1,118.67,3,1,1,311,Lost Customers
14077.0,41,6,615.0799999999999,4,4,3,443,Loyal Customers
14078.0,102,9,1553.47,3,4,4,344,Loyal Customers
14079.0,125,2,618.73,3,2,3,323,Lost Customers
14080.0,33,6,1075.73,4,4,3,443,Loyal Customers
14081.0,267,16,4747.52,2,5,5,255,At Risk
14082.0,365,2,413.36,2,2,2,222,Lost Customers
14083.0,4,11,1082.19,5,5,3,553,Loyal Customers
14084.0,512,1,150.5,1,1,1,111,Lost Customers
14085.0,2,34,9707.92,5,5,5,555,Champions
14086.0,463,1,39.95,1,1,1,111,Lost Customers
14087.0,3,5,786.72,5,3,3,533,Loyal Customers
14088.0,10,20,62400.02,5,5,5,555,Champions
14089.0,57,1,158.75,4,1,1,411,Recent Customers
14090.0,325,1,76.32000000000001,2,1,1,211,Lost Customers
14091.0,654,2,9530.08,1,2,5,125,Lost Customers
14092.0,8,27,7215.64,5,5,5,555,Champions
14093.0,12,1,433.86,5,1,2,512,Recent Customers
14094.0,440,2,310.82,1,2,2,122,Lost Customers
14095.0,723,1,2.95,1,1,1,111,Lost Customers
14096.0,4,34,57120.909999999996,5,5,5,555,Champions
14097.0,481,2,422.85999999999996,1,2,2,122,Lost Customers
14098.0,37,1,147.35,4,1,1,411,Recent Customers
14099.0,16,22,5685.71,5,5,5,555,Champions
14100.0,138,1,191.95000000000002,3,1,1,311,Lost Customers
14101.0,74,14,9942.13,3,5,5,355,Loyal Customers
14102.0,5,8,1060.33,5,4,3,543,Loyal Customers
14104.0,155,5,743.53,3,3,3,333,Loyal Customers
14105.0,85,9,5703.9800000000005,3,4,5,345,Loyal Customers
14106.0,737,1,214.79999999999998,1,1,1,111,Lost Customers
14107.0,52,13,4853.7,4,5,5,455,Champions
14108.0,31,5,1041.21,4,3,3,433,Loyal Customers
14109.0,23,2,80.2,4,2,1,421,Recent Customers
14110.0,4,35,12957.6,5,5,5,555,Champions
14111.0,14,5,688.6,5,3,3,533,Loyal Customers
14112.0,23,27,5524.51,4,5,5,455,Champions
14113.0,4,31,6156.75,5,5,5,555,Champions
14114.0,274,7,1364.09,2,4,4,244,At Risk
14115.0,502,2,622.6700000000001,1,2,3,123,Lost Customers
14116.0,20,5,1382.74,4,3,4,434,Loyal Customers
14117.0,144,1,90.0,3,1,1,311,Lost Customers
14118.0,429,1,458.45,1,1,2,112,Lost Customers
14119.0,354,3,163.47,2,3,1,231,At Risk
14120.0,430,1,-23.8,1,1,1,111,Lost Customers
14121.0,4,6,2740.3,5,4,4,544,Champions
14122.0,395,5,309.77,2,3,2,232,At Risk
14123.0,733,1,436.18,1,1,2,112,Lost Customers
14124.0,84,1,419.58000000000004,3,1,2,312,Lost Customers
14125.0,11,3,2720.63,5,3,4,534,Loyal Customers
14126.0,8,5,1109.96,5,4,3,543,Loyal Customers
14127.0,123,6,1900.0800000000002,3,4,4,344,Loyal Customers
14128.0,61,4,909.36,3,3,3,333,Loyal Customers
14129.0,2,9,2591.34,5,4,4,544,Champions
14130.0,319,4,1858.77,2,3,4,234,At Risk
14131.0,649,1,168.22,1,1,1,111,Lost Customers
14132.0,2,12,3580.13,5,5,5,555,Champions
14133.0,130,6,895.8399999999999,3,4,3,343,Loyal Customers
14134.0,383,15,11123.35,2,5,5,255,At Risk
14135.0,2,25,8800.8,5,5,5,555,Champions
14136.0,401,7,1553.96,2,4,4,244,At Risk
14137.0,682,2,294.1,1,2,2,122,Lost Customers
14138.0,2,2,965.8800000000001,5,2,3,523,Recent Customers
14139.0,46,4,1086.8,4,3,3,433,Loyal Customers
14140.0,4,3,920.05,5,3,3,533,Loyal Customers
14141.0,3,6,879.0300000000001,5,4,3,543,Loyal Customers
14142.0,373,4,655.94,2,3,3,233,At Risk
14143.0,134,1,115.8,3,1,1,311,Lost Customers
14144.0,486,1,30.599999999999998,1,1,1,111,Lost Customers
14145.0,47,8,7006.05,4,4,5,445,Champions
14146.0,9,13,8208.87,5,5,5,555,Champions
14147.0,49,12,2019.3,4,5,4,454,Champions
14148.0,234,2,466.29,2,2,2,222,Lost Customers
14149.0,213,3,259.43,2,3,2,232,At Risk
14150.0,36,2,658.64,4,2,3,423,Recent Customers
14151.0,673,3,666.7,1,3,3,133,At Risk
14152.0,75,9,1975.44,3,4,4,344,Loyal Customers
14153.0,483,1,233.4,1,1,1,111,Lost Customers
14154.0,239,10,6263.6,2,4,5,245,At Risk
14155.0,266,1,118.75,2,1,1,211,Lost Customers
14156.0,10,202,296063.44,5,5,5,555,Champions
14157.0,20,6,946.24,4,4,3,443,Loyal Customers
14158.0,40,1,507.66,4,1,2,412,Recent Customers
14159.0,20,25,7494.67,4,5,5,455,Champions
14160.0,610,7,8421.47,1,4,5,145,At Risk
14161.0,216,7,2996.93,2,4,5,245,At Risk
14162.0,174,2,289.36,3,2,2,322,Lost Customers
14163.0,87,5,2594.62,3,4,4,344,Loyal Customers
14164.0,71,2,1631.77,3,2,4,324,Lost Customers
14165.0,276,1,120.44,2,1,1,211,Lost Customers
14166.0,505,2,251.15,1,2,1,121,Lost Customers
14167.0,39,8,1274.29,4,4,4,444,Champions
14168.0,421,3,305.9,1,3,2,132,At Risk
14169.0,431,2,621.51,1,2,3,123,Lost Customers
14170.0,375,3,570.18,2,3,2,232,At Risk
14171.0,98,2,498.79,3,2,2,322,Lost Customers
14172.0,605,4,356.27,1,3,2,132,At Risk
14173.0,11,7,566.95,5,4,2,542,Loyal Customers
14174.0,33,1,134.46,4,1,1,411,Recent Customers
14175.0,51,17,7350.44,4,5,5,455,Champions
14176.0,297,6,753.5600000000001,2,4,3,243,At Risk
14177.0,85,14,2204.74,3,5,4,354,Loyal Customers
14178.0,9,7,1600.26,5,4,4,544,Champions
14179.0,41,2,701.57,4,2,3,423,Recent Customers
14180.0,11,42,5909.0,5,5,5,555,Champions
14181.0,411,2,308.35,2,2,2,222,Lost Customers
14182.0,444,5,660.07,1,4,3,143,At Risk
14183.0,411,2,278.34000000000003,2,2,2,222,Lost Customers
14184.0,67,1,452.89,3,1,2,312,Lost Customers
14185.0,331,1,197.65,2,1,1,211,Lost Customers
14186.0,427,5,1550.63,1,4,4,144,At Risk
14187.0,474,1,123.5,1,1,1,111,Lost Customers
14188.0,9,10,2018.91,5,4,4,544,Champions
14189.0,2,25,5453.38,5,5,5,555,Champions
14190.0,666,1,79.9,1,1,1,111,Lost Customers
14191.0,2,17,4713.41,5,5,5,555,Champions
14192.0,388,1,293.74,2,1,2,212,Lost Customers
14193.0,68,3,1210.19,3,3,4,334,Loyal Customers
14194.0,5,54,18442.87,5,5,5,555,Champions
14195.0,202,10,2381.24,2,4,4,244,At Risk
14196.0,107,1,335.52,3,1,2,312,Lost Customers
14197.0,411,1,390.05,2,1,2,212,Lost Customers
14198.0,4,13,1527.58,5,5,4,554,Champions
14199.0,218,6,916.4999999999999,2,4,3,243,At Risk
14200.0,617,1,379.2,1,1,2,112,Lost Customers
14201.0,60,12,1134.14,3,5,3,353,Loyal Customers
14202.0,381,3,847.76,2,3,3,233,At Risk
14203.0,397,1,339.34,2,1,2,212,Lost Customers
14204.0,2,4,1024.83,5,3,3,533,Loyal Customers
14205.0,11,12,2146.58,5,5,4,554,Champions
14206.0,239,5,1145.21,2,4,3,243,At Risk
14207.0,688,1,157.8,1,1,1,111,Lost Customers
14208.0,95,2,567.05,3,2,2,322,Lost Customers
14209.0,11,19,4937.37,5,5,5,555,Champions
14210.0,91,21,5509.37,3,5,5,355,Loyal Customers
14211.0,53,26,4301.69,4,5,5,455,Champions
14212.0,90,2,2190.14,3,2,4,324,Lost Customers
14213.0,372,2,-1.4210854715202004e-14,2,2,1,221,Lost Customers
14214.0,31,7,1000.23,4,4,3,443,Loyal Customers
14215.0,12,10,3238.53,5,4,5,545,Champions
14216.0,3,6,2142.39,5,4,4,544,Champions
14217.0,2,33,3105.52,5,5,5,555,Champions
14218.0,43,1,169.48000000000002,4,1,1,411,Recent Customers
14219.0,4,3,633.83,5,3,3,533,Loyal Customers
14220.0,247,4,1515.0,2,3,4,234,At Risk
14221.0,42,19,6506.59,4,5,5,455,Champions
14222.0,177,1,683.17,3,1,3,313,Lost Customers
14223.0,92,4,975.23,3,3,3,333,Loyal Customers
14224.0,110,9,1841.71,3,4,4,344,Loyal Customers
14225.0,435,5,2009.17,1,4,4,144,At Risk
14226.0,29,9,2950.38,4,4,5,445,Champions
14227.0,26,22,6327.31,4,5,5,455,Champions
14228.0,438,3,745.5,1,3,3,133,At Risk
14229.0,52,11,2468.99,4,5,4,454,Champions
14230.0,436,3,979.8000000000001,1,3,3,133,At Risk
14231.0,179,6,1131.97,3,4,3,343,Loyal Customers
14232.0,32,8,2043.93,4,4,4,444,Champions
14233.0,44,10,2766.96,4,4,4,444,Champions
14234.0,22,4,754.12,4,3,3,433,Loyal Customers
14235.0,10,10,4666.99,5,4,5,545,Champions
14236.0,81,7,1543.44,3,4,4,344,Loyal Customers
14237.0,373,3,466.04,2,3,2,232,At Risk
14238.0,326,3,434.23,2,3,2,232,At Risk
14239.0,43,24,4203.72,4,5,5,455,Champions
14240.0,30,3,1247.49,4,3,4,434,Loyal Customers
14241.0,184,2,333.70000000000005,3,2,2,322,Lost Customers
14242.0,235,2,280.55,2,2,2,222,Lost Customers
14243.0,9,23,7152.06,5,5,5,555,Champions
14244.0,659,2,354.82,1,2,2,122,Lost Customers
14245.0,176,5,1677.48,3,4,4,344,Loyal Customers
14246.0,111,3,1474.06,3,3,4,334,Loyal Customers
14247.0,278,6,750.61,2,4,3,243,At Risk
14248.0,318,3,1032.95,2,3,3,233,At Risk
14249.0,411,12,5400.461,2,5,5,255,At Risk
14250.0,7,3,1904.05,5,3,4,534,Loyal Customers
14251.0,2,5,2879.7000000000003,5,4,5,545,Champions
14252.0,381,1,350.99,2,1,2,212,Lost Customers
14253.0,493,2,363.40000000000003,1,2,2,122,Lost Customers
14254.0,433,1,601.03,1,1,3,113,Lost Customers
14255.0,546,4,-1441.6,1,3,1,131,At Risk
14256.0,254,9,2384.14,2,4,4,244,At Risk
14257.0,51,10,5942.0,4,4,5,445,Champions
14258.0,9,32,31027.35,5,5,5,555,Champions
14259.0,142,1,120.0,3,1,1,311,Lost Customers
14260.0,471,3,824.28,1,3,3,133,At Risk
14261.0,51,2,1163.45,4,2,4,424,Recent Customers
14262.0,8,8,2618.23,5,4,4,544,Champions
14263.0,423,1,322.93,1,1,2,112,Lost Customers
14264.0,155,8,1475.8600000000001,3,4,4,344,Loyal Customers
14265.0,109,4,1373.35,3,3,4,334,Loyal Customers
14266.0,428,1,40.56,1,1,1,111,Lost Customers
14267.0,151,9,1259.19,3,4,4,344,Loyal Customers
14268.0,471,1,354.85,1,1,2,112,Lost Customers
14269.0,435,2,261.68,1,2,2,122,Lost Customers
14270.0,332,1,492.65000000000003,2,1,2,212,Lost Customers
14271.0,226,2,214.18,2,2,1,221,Lost Customers
14272.0,74,4,920.81,3,3,3,333,Loyal Customers
14273.0,51,4,559.97,4,3,2,432,Loyal Customers
14274.0,686,1,256.6,1,1,2,112,Lost Customers
14275.0,396,6,1189.3799999999999,2,4,4,244,At Risk
14276.0,88,13,1929.32,3,5,4,354,Loyal Customers
14277.0,15,14,4296.2699999999995,5,5,5,555,Champions
14278.0,410,1,205.83,2,1,1,211,Lost Customers
14279.0,521,2,191.86,1,2,1,121,Lost Customers
14280.0,197,1,134.04,2,1,1,211,Lost Customers
14281.0,408,1,245.15,2,1,1,211,Lost Customers
14282.0,3,26,7245.76,5,5,5,555,Champions
14283.0,463,4,628.4399999999999,1,3,3,133,At Risk
14284.0,31,4,1282.85,4,3,4,434,Loyal Customers
14285.0,21,9,3158.64,4,4,5,445,Champions
14286.0,24,12,8396.7,4,5,5,455,Champions
14287.0,8,4,151.23000000000002,5,3,1,531,Loyal Customers
14288.0,212,2,413.85,2,2,2,222,Lost Customers
14289.0,9,6,911.26,5,4,3,543,Loyal Customers
14290.0,11,14,4208.93,5,5,5,555,Champions
14291.0,2,25,7844.4,5,5,5,555,Champions
14292.0,8,27,8887.9,5,5,5,555,Champions
14293.0,3,10,2809.41,5,4,5,545,Champions
14294.0,407,1,375.34,2,1,2,212,Lost Customers
14295.0,40,8,2316.06,4,4,4,444,Champions
14296.0,414,3,448.45,1,3,2,132,At Risk
14297.0,18,6,1284.06,5,4,4,544,Champions
14298.0,3,84,90489.31,5,5,5,555,Champions
14299.0,8,41,12607.53,5,5,5,555,Champions
14300.0,19,1,43.2,4,1,1,411,Recent Customers
14301.0,108,7,1956.23,3,4,4,344,Loyal Customers
14302.0,431,3,742.9000000000001,1,3,3,133,At Risk
14303.0,407,2,277.94,2,2,2,222,Lost Customers
14304.0,223,5,1523.81,2,4,4,244,At Risk
14305.0,71,5,1803.76,3,4,4,344,Loyal Customers
14306.0,51,7,3141.5,4,4,5,445,Champions
14307.0,89,11,4279.97,3,5,5,355,Loyal Customers
14308.0,549,5,-849.45,1,4,1,141,At Risk
14309.0,8,12,3747.96,5,5,5,555,Champions
14310.0,433,1,492.1,1,1,2,112,Lost Customers
14311.0,225,3,435.90000000000003,2,3,2,232,At Risk
14312.0,47,11,3090.29,4,5,5,455,Champions
14313.0,624,1,-302.31,1,1,1,111,Lost Customers
14314.0,107,3,221.9,3,3,1,331,Loyal Customers
14315.0,21,10,3168.72,4,4,5,445,Champions
14316.0,422,6,1355.34,1,4,4,144,At Risk
14317.0,65,1,508.58000000000004,3,1,2,312,Lost Customers
14318.0,460,1,158.02,1,1,1,111,Lost Customers
14319.0,424,2,476.95000000000005,1,2,2,122,Lost Customers
14320.0,207,7,1204.1200000000001,2,4,4,244,At Risk
14321.0,11,8,2198.58,5,4,4,544,Champions
14322.0,427,6,384.3,1,4,2,142,At Risk
14323.0,115,4,574.26,3,3,3,333,Loyal Customers
14324.0,410,2,701.61,2,2,3,223,Lost Customers
14325.0,570,1,245.48000000000002,1,1,1,111,Lost Customers
14326.0,235,4,923.98,2,3,3,233,At Risk
14327.0,163,6,1894.93,3,4,4,344,Loyal Customers
14328.0,431,3,-445.06,1,3,1,131,At Risk
14329.0,9,28,9695.92,5,5,5,555,Champions
14330.0,624,1,200.63,1,1,1,111,Lost Customers
14331.0,124,2,462.65999999999997,3,2,2,322,Lost Customers
14332.0,23,5,1917.41,4,4,4,444,Champions
14333.0,64,2,351.45,3,2,2,322,Lost Customers
14334.0,17,14,4292.98,5,5,5,555,Champions
14335.0,16,2,454.86,5,2,2,522,Recent Customers
14336.0,17,4,1614.91,5,3,4,534,Loyal Customers
14337.0,731,1,-658.63,1,1,1,111,Lost Customers
14338.0,158,5,894.1,3,4,3,343,Loyal Customers
14339.0,235,5,600.66,2,4,3,243,At Risk
14340.0,219,1,134.7,2,1,1,211,Lost Customers
14341.0,45,20,4428.17,4,5,5,455,Champions
14342.0,21,9,842.74,4,4,3,443,Loyal Customers
14343.0,421,4,1079.66,1,3,3,133,At Risk
14344.0,127,20,2993.05,3,5,5,355,Loyal Customers
14345.0,39,1,108.97999999999999,4,1,1,411,Recent Customers
14346.0,121,5,2315.75,3,4,4,344,Loyal Customers
14347.0,737,1,82.6,1,1,1,111,Lost Customers
14348.0,260,1,409.57,2,1,2,212,Lost Customers
14349.0,10,1,133.5,5,1,1,511,Recent Customers
14350.0,271,4,947.8,2,3,3,233,At Risk
14351.0,165,1,51.0,3,1,1,311,Lost Customers
14352.0,157,4,1078.96,3,3,3,333,Loyal Customers
14353.0,215,3,376.5,2,3,2,232,At Risk
14354.0,6,2,163.62,5,2,1,521,Recent Customers
14355.0,366,3,840.0500000000001,2,3,3,233,At Risk
14356.0,60,4,666.9399999999999,3,3,3,333,Loyal Customers
14357.0,43,1,225.12,4,1,1,411,Recent Customers
14358.0,389,3,384.29999999999995,2,3,2,232,At Risk
14359.0,19,6,882.58,4,4,3,443,Loyal Customers
14360.0,32,4,2118.03,4,3,4,434,Loyal Customers
14361.0,579,1,214.70999999999998,1,1,1,111,Lost Customers
14362.0,22,1,151.5,4,1,1,411,Recent Customers
14363.0,402,2,227.47000000000003,2,2,1,221,Lost Customers
14364.0,109,8,3717.35,3,4,5,345,Loyal Customers
14365.0,395,2,634.68,2,2,3,223,Lost Customers
14366.0,525,1,136.0,1,1,1,111,Lost Customers
14367.0,8,19,9134.12,5,5,5,555,Champions
14368.0,320,1,155.0,2,1,1,211,Lost Customers
14369.0,642,2,469.13,1,2,2,122,Lost Customers
14370.0,451,9,1092.13,1,4,3,143,At Risk
14371.0,295,1,100.5,2,1,1,211,Lost Customers
14372.0,443,3,830.1800000000001,1,3,3,133,At Risk
14373.0,358,1,76.55,2,1,1,211,Lost Customers
14374.0,541,1,108.0,1,1,1,111,Lost Customers
14375.0,185,3,1106.82,3,3,3,333,Loyal Customers
14376.0,683,1,215.46,1,1,1,111,Lost Customers
14377.0,191,2,617.05,2,2,3,223,Lost Customers
14378.0,622,1,131.25,1,1,1,111,Lost Customers
14379.0,44,4,1265.16,4,3,4,434,Loyal Customers
14380.0,603,2,-99.72999999999999,1,2,1,121,Lost Customers
14381.0,52,2,625.9399999999999,4,2,3,423,Recent Customers
14382.0,26,3,1187.68,4,3,4,434,Loyal Customers
14383.0,38,3,1247.69,4,3,4,434,Loyal Customers
14384.0,501,1,58.5,1,1,1,111,Lost Customers
14385.0,9,3,202.11,5,3,1,531,Loyal Customers
14386.0,297,1,142.4,2,1,1,211,Lost Customers
14387.0,33,3,1727.6,4,3,4,434,Loyal Customers
14388.0,9,20,6289.95,5,5,5,555,Champions
14389.0,9,11,1821.07,5,5,4,554,Champions
14390.0,10,18,6079.4800000000005,5,5,5,555,Champions
14391.0,577,1,135.6,1,1,1,111,Lost Customers
14392.0,432,1,266.4,1,1,2,112,Lost Customers
14393.0,218,1,67.95,2,1,1,211,Lost Customers
14394.0,565,1,93.8,1,1,1,111,Lost Customers
14395.0,2,24,7754.7300000000005,5,5,5,555,Champions
14396.0,65,7,1969.38,3,4,4,344,Loyal Customers
14397.0,1,23,2556.68,5,5,4,554,Champions
14398.0,401,2,707.79,2,2,3,223,Lost Customers
14399.0,394,9,2093.21,2,4,4,244,At Risk
14400.0,141,5,1703.0,3,4,4,344,Loyal Customers
14401.0,4,25,6703.4,5,5,5,555,Champions
14402.0,652,1,285.6,1,1,2,112,Lost Customers
14403.0,130,9,1822.76,3,4,4,344,Loyal Customers
14404.0,34,15,2625.13,4,5,4,454,Champions
14405.0,387,1,195.0,2,1,1,211,Lost Customers
14406.0,119,1,156.75,3,1,1,311,Lost Customers
14407.0,107,9,2111.08,3,4,4,344,Loyal Customers
14408.0,11,11,4102.27,5,5,5,555,Champions
14409.0,71,10,3276.09,3,4,5,345,Loyal Customers
14410.0,16,17,2105.08,5,5,4,554,Champions
14411.0,311,1,1063.0,2,1,3,213,Lost Customers
14412.0,35,4,1417.49,4,3,4,434,Loyal Customers
14413.0,362,4,764.52,2,3,3,233,At Risk
14414.0,92,9,2387.48,3,4,4,344,Loyal Customers
14415.0,1,32,11803.62,5,5,5,555,Champions
14416.0,22,2,490.22,4,2,2,422,Recent Customers
14417.0,388,1,524.65,2,1,2,212,Lost Customers
14418.0,4,3,1937.25,5,3,4,534,Loyal Customers
14419.0,11,7,1254.64,5,4,4,544,Champions
14420.0,85,7,1627.72,3,4,4,344,Loyal Customers
14421.0,57,7,2456.62,4,4,4,444,Champions
14422.0,1,21,10200.92,5,5,5,555,Champions
14423.0,218,4,914.9599999999999,2,3,3,233,At Risk
14424.0,18,1,322.08,5,1,2,512,Recent Customers
14425.0,427,5,635.89,1,4,3,143,At Risk
14426.0,19,27,11103.97,4,5,5,455,Champions
14427.0,50,4,1263.52,4,3,4,434,Loyal Customers
14428.0,7,7,1209.3700000000001,5,4,4,544,Champions
14429.0,404,1,516.28,2,1,2,212,Lost Customers
14430.0,512,5,956.4000000000001,1,4,3,143,At Risk
14431.0,299,5,2567.1,2,4,4,244,At Risk
14432.0,10,6,2248.5,5,4,4,544,Champions
14433.0,466,1,280.7,1,1,2,112,Lost Customers
